CNTSCHID,Loneliness,ClassroomSafety,TeacherSupport,Gender,Homework_Math,Homework_Reading,Homework_Science,SchoolType,ParentsEducation,Immigration,HomeLanguage,Sibling,Aircon,Helper,Vehicle,Books,Exercise,OwnRoom,FamilyCommitment,Preference_Math,Preference_Reading,Preference_Science,Math,Reading,Science
70200017,Disagree,Agree,Most lesson,Male,1hr - 2hr,2hr - 3hr,2hr - 3hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,26 - 100,2,Yes,5,Disagree,Disagree,Disagree,660.2821,627.9411,630.5591000000001
70200105,Disagree,Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,English,0,Yes,No,1,26 - 100,0,Yes,0,Strongly Disagree,Strongly Disagree,Agree,587.8267000000001,602.1866,563.4492
70200128,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,Native,Others,≥3,Yes,No,1,11 - 25,5,Yes,10,Agree,Agree,Strongly Agree,425.2968,398.8677,501.81960000000004
70200059,Agree,Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,1,26 - 100,9,Yes,3,Strongly Agree,Strongly Agree,Disagree,435.0833,410.0978,385.5053
70200040,Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,Others,1,Yes,No,0,201-500,6,No,10,Disagree,Disagree,Strongly Agree,607.9744000000001,548.6684,589.9561
70200043,Strongly Agree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,≥3,Yes,Yes,1,26 - 100,2,Yes,0,Agree,Agree,Strongly Disagree,414.86130000000003,434.6511,440.1921
70200137,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,≥3,No,No,0,26 - 100,10,No,10,Disagree,Strongly Agree,Agree,434.0648,414.30150000000003,396.4151
70200023,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,No,0,26 - 100,0,Yes,4,Agree,Disagree,Agree,716.6679,694.231,706.3686
70200066,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,2,101 - 200,0,Yes,0,Disagree,Agree,Strongly Agree,656.595,639.8466,672.273
70200084,Disagree,Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,No,No,1,1 - 10,6,No,2,Disagree,Disagree,Agree,491.8207,519.7559,523.0112
70200102,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,0,Yes,No,0,101 - 200,3,Yes,10,Strongly Agree,Agree,Agree,594.5276,488.5861,507.7444
70200152,Agree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,Others,2,Yes,No,0,26 - 100,3,No,3,Agree,Disagree,Agree,503.2478,438.7341,431.6248
70200103,Disagree,Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,Native,English,≥3,No,No,0,1 - 10,6,No,4,Disagree,Disagree,Strongly Disagree,548.112,581.2608,543.209
70200055,Strongly Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,1,0,4,Yes,5,Strongly Agree,Agree,Agree,443.6703,403.876,392.0548
70200137,Disagree,Agree,Most lesson,Male,≤ 0.5hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,2,Yes,No,1,1 - 10,3,No,3,Strongly Disagree,Agree,Strongly Agree,596.4999,536.4849,576.8471
70200068,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,26 - 100,0,No,0,Strongly Agree,Agree,Agree,510.5812,444.8324,468.1008
70200042,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,Native,English,2,Yes,Yes,0,26 - 100,10,No,5,Strongly Agree,Agree,Strongly Agree,626.6447000000001,543.6347,559.5188
70200121,Agree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,Yes,Yes,2,26 - 100,10,Yes,0,Disagree,Disagree,Disagree,482.0132,408.3375,373.1613
70200061,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,1,Yes,No,1,0,10,Yes,0,Agree,Agree,Agree,341.1925,227.6769,392.6621
70200036,Strongly Disagree,Strongly Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,1,1 - 10,5,No,1,Disagree,Agree,Strongly Agree,500.6893,460.536,510.62149999999997
70200030,Strongly Disagree,Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,Yes,No,1,11 - 25,4,No,0,Strongly Agree,Agree,Disagree,485.9469,463.7518,475.9083
70200153,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,0,Yes,No,0,1 - 10,10,No,7,Strongly Agree,Strongly Agree,Strongly Agree,540.8342,509.2224,538.7397
70200099,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,2,26 - 100,0,Yes,4,Agree,Agree,Agree,630.38,565.6537,659.3651
70200146,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Tertiary,Native,Others,≥3,Yes,Yes,1,1 - 10,10,No,0,Strongly Disagree,Strongly Disagree,Agree,412.8232,355.89639999999997,419.2564
70200123,Agree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,0,26 - 100,10,No,1,Strongly Agree,Strongly Agree,Strongly Agree,577.2149,524.3257,581.1333
70200079,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Private,Tertiary,3rd Generation,Others,1,Yes,No,2,>500,4,Yes,1,Agree,Agree,Strongly Agree,682.9258,625.1071,687.7878
70200049,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,≥3,No,No,1,11 - 25,3,No,1,Strongly Disagree,Disagree,Disagree,456.284,415.01959999999997,414.6647
70200161,Strongly Disagree,Strongly Agree,Every lesson,Male,2hr - 3hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,2,Yes,Yes,1,26 - 100,5,No,5,Agree,Agree,Agree,567.8881,447.9836,570.4421
70200056,Disagree,Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,Others,1,Yes,No,1,11 - 25,0,No,2,Disagree,Disagree,Disagree,392.9887,378.5465,398.354
70200131,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,0,11 - 25,0,No,2,Agree,Agree,Agree,552.4382,535.596,500.5192
70200136,Disagree,Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Secondary,Native,Others,≥3,Yes,No,0,1 - 10,4,No,0,Disagree,Strongly Agree,Agree,399.4433,446.1616,420.9982
70200062,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,2,26 - 100,5,Yes,0,Agree,Disagree,Agree,631.3011,665.5219,608.5132
70200017,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,0,1 - 10,2,Yes,2,Disagree,Agree,Agree,417.6498,405.0426,471.3977
70200130,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,0,No,0,Strongly Agree,Strongly Agree,Strongly Agree,678.2582,678.0122,699.7228
70200143,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,11 - 25,10,Yes,4,Agree,Agree,Agree,490.69669999999996,504.71389999999997,512.8509
70200121,Strongly Disagree,Strongly Agree,Most lesson,Male,2hr - 3hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,2nd Generation,Others,≥3,Yes,No,0,201-500,10,No,6,Strongly Agree,Agree,Strongly Agree,601.697,521.1622,598.0869
70200025,Disagree,Disagree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,3rd Generation,Others,2,No,No,0,26 - 100,1,No,0,Strongly Agree,Agree,Disagree,467.9573,428.9961,367.7275
70200040,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,2nd Generation,Others,≥3,Yes,No,1,26 - 100,1,No,3,Disagree,Strongly Agree,Strongly Agree,707.3944,672.1005,679.0777
70200063,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,1,201-500,0,Yes,0,Strongly Agree,Disagree,Strongly Agree,724.7126,663.6783,679.1117
70200033,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,2nd Generation,English,≥3,Yes,No,1,26 - 100,5,Yes,6,Strongly Disagree,Strongly Agree,Strongly Disagree,627.1141,579.1897,583.8652999999999
70200068,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,No,No,1,1 - 10,0,No,2,Agree,Agree,Agree,527.6255,479.58,463.8506
70200037,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,No,No,0,0,4,No,10,Strongly Disagree,Strongly Agree,Disagree,430.0315,427.0271,421.4192
70200008,Agree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,English,2,Yes,No,0,11 - 25,5,Yes,3,Strongly Disagree,Disagree,Agree,498.8757,495.48789999999997,463.5415
70200058,Strongly Disagree,Strongly Agree,Some lessons,Male,2hr - 3hr,1hr - 2hr,2hr - 3hr,Public,Secondary,Native,Others,2,Yes,No,1,11 - 25,3,Yes,5,Strongly Disagree,Strongly Disagree,Strongly Disagree,570.8611,530.1924,542.2286
70200070,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,Yes,1,1 - 10,0,No,0,Agree,Disagree,Agree,557.46,525.3097,553.0556
70200055,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,Yes,Yes,2,26 - 100,1,No,0,Agree,Agree,Agree,518.8602,557.0581,520.9335
70200156,Disagree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,English,1,Yes,No,0,101 - 200,0,Yes,5,Strongly Disagree,Agree,Agree,616.1248,651.9022,667.4464
70200001,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,1,26 - 100,5,Yes,0,Agree,Agree,Agree,630.2511,642.6169,671.7871
70200029,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,Yes,No,1,26 - 100,8,Yes,5,Disagree,Disagree,Disagree,384.49440000000004,280.4961,388.1309
70200071,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,Yes,Yes,1,201-500,0,No,0,Agree,Agree,Agree,669.9662000000001,622.5791,620.1692
70200068,Disagree,Strongly Agree,Most lesson,Female,2hr - 3hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,No,Yes,1,201-500,0,No,0,Agree,Agree,Agree,543.9933,562.7378,537.2354
70200129,Disagree,Strongly Agree,Some lessons,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,Native,Others,≥3,Yes,No,0,11 - 25,6,No,5,Agree,Agree,Agree,523.1409,486.7884,496.4888
70200061,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,Yes,1,26 - 100,3,Yes,3,Strongly Disagree,Agree,Disagree,528.5968,520.8821,583.9457
70200101,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,1,201-500,0,No,2,Agree,Disagree,Agree,686.0051,689.7492,732.4098
70200090,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,2,Yes,No,2,101 - 200,0,Yes,5,Disagree,Disagree,Agree,582.8335,584.0843,602.7332
70200069,Strongly Disagree,Agree,Most lesson,Male,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,8,Yes,3,Agree,Agree,Agree,533.9478,442.3979,419.6553
70200037,Disagree,Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,No,No,1,26 - 100,2,No,2,Agree,Disagree,Strongly Agree,558.7757,553.1146,563.0563999999999
70200027,Strongly Disagree,Agree,Some lessons,Male,2hr - 3hr,2hr - 3hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,0,26 - 100,2,No,0,Agree,Agree,Agree,553.6392999999999,512.8236,545.6636
70200105,Agree,Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,No,0,26 - 100,0,Yes,4,Disagree,Agree,Agree,500.3358,551.851,436.3725
70200082,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,0,Yes,No,0,201-500,0,Yes,3,Agree,Agree,Strongly Agree,714.7695,658.4497,690.8682
70200066,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,26 - 100,3,Yes,2,Strongly Disagree,Strongly Disagree,Agree,647.41010000000006,630.7293,647.6286
70200116,Agree,Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,1,26 - 100,4,No,3,Strongly Agree,Disagree,Agree,546.8089,466.035,468.098
70200114,Agree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,11 - 25,0,Yes,6,Agree,Disagree,Agree,683.9174,581.8954,637.6395
70200016,Agree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,3rd Generation,English,1,Yes,Yes,1,201-500,4,Yes,0,Disagree,Agree,Agree,540.0724,532.7406,490.7927
70200028,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,No,2,26 - 100,5,Yes,4,Strongly Disagree,Agree,Agree,624.4077,608.4272,655.9663
70200017,Strongly Disagree,Disagree,Most lesson,Female,≤ 0.5hr,0.5hr - 1hr,≤ 0.5hr,Public,Tertiary,Native,English,≥3,Yes,No,1,26 - 100,0,No,6,Strongly Agree,Disagree,Strongly Agree,549.9517,519.5704,497.7671
70200050,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,26 - 100,8,Yes,0,Disagree,Disagree,Disagree,469.3171,485.9654,476.5573
70200103,Disagree,Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,0,Yes,No,1,26 - 100,0,No,5,Agree,Agree,Agree,548.8061,532.5473000000001,575.5125
70200113,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,101 - 200,2,Yes,4,Agree,Agree,Agree,647.0147000000001,596.6898,623.4198
70200059,Strongly Agree,Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,English,2,Yes,No,0,101 - 200,3,No,0,Agree,Strongly Disagree,Disagree,456.022,437.2011,451.42060000000004
70200084,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,1,11 - 25,6,Yes,0,Disagree,Disagree,Strongly Agree,520.2503,521.6241,518.9196
70200062,Strongly Agree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,2,Yes,No,0,26 - 100,4,Yes,0,Strongly Disagree,Strongly Disagree,Agree,696.7241,724.7368,673.1645
70200007,Disagree,Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,Yes,No,0,1 - 10,0,Yes,1,Strongly Agree,Strongly Agree,Disagree,599.4008,531.8415,573.8351
70200162,Disagree,Agree,Most lesson,Female,2hr - 3hr,0.5hr - 1hr,1hr - 2hr,Private,Tertiary,Native,English,≥3,No,No,1,11 - 25,8,No,4,Disagree,Disagree,Agree,557.7478,471.468,549.9991
70200020,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,Others,1,Yes,No,1,101 - 200,0,No,0,Disagree,Disagree,Disagree,605.1101,594.3747,572.852
70200093,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,2,Yes,No,1,11 - 25,5,Yes,5,Disagree,Disagree,Disagree,595.7197,573.2409,592.5755
70200021,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,2hr - 3hr,1hr - 2hr,Public,Secondary,Native,English,0,Yes,No,0,101 - 200,0,No,3,Agree,Strongly Agree,Agree,399.4224,411.903,490.3593
70200137,Disagree,Agree,Some lessons,Female,1hr - 2hr,1hr - 2hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,Others,0,Yes,No,1,101 - 200,2,Yes,1,Disagree,Agree,Agree,531.3098,549.5216,537.816
70200022,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,0,>500,6,No,8,Disagree,Agree,Agree,517.7255,590.6913,652.0091
70200055,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,0,No,No,0,26 - 100,3,No,5,Disagree,Agree,Disagree,449.5817,451.7527,485.2199
70200164,Strongly Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,≥3,Yes,No,0,26 - 100,0,No,4,Agree,Agree,Agree,586.187,479.7629,555.3761999999999
70200105,Disagree,Agree,Most lesson,Male,3 - 4 hr,2hr - 3hr,2hr - 3hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,2,No,0,Agree,Agree,Agree,572.9207,561.6569,597.1332
70200153,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,Yes,2,>500,4,Yes,8,Disagree,Strongly Agree,Strongly Agree,681.3411,655.1522,722.999
70200064,Strongly Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,3,Yes,6,Strongly Agree,Strongly Agree,Strongly Agree,626.8559,576.7792,582.7543
70200026,Disagree,Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,1,1 - 10,6,No,0,Agree,Agree,Agree,510.41610000000003,417.7726,479.2811
70200083,Disagree,Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,1,No,No,1,26 - 100,6,Yes,0,Strongly Agree,Agree,Strongly Agree,653.3058,587.2949,604.8985
70200024,Strongly Agree,Agree,Every lesson,Female,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Post-Secondary,Native,English,0,Yes,Yes,2,26 - 100,0,Yes,0,Agree,Agree,Agree,635.4742,661.2837,636.5211
70200081,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,2,26 - 100,2,No,0,Disagree,Strongly Agree,Agree,613.2092,618.2375999999999,623.4933
70200127,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,Yes,Yes,2,101 - 200,5,Yes,3,Agree,Agree,Agree,545.7033,580.3304,570.2367
70200001,Strongly Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,1,26 - 100,3,Yes,0,Strongly Agree,Strongly Disagree,Strongly Agree,777.093,636.0588,757.0545999999999
70200146,Disagree,Strongly Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,No,Yes,2,11 - 25,0,No,0,Disagree,Strongly Agree,Agree,623.8165,620.8726,633.1546
70200016,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,Others,0,Yes,Yes,2,26 - 100,10,No,5,Strongly Agree,Strongly Agree,Agree,480.39869999999996,392.3748,411.6907
70200063,Disagree,Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,English,0,Yes,No,1,>500,2,Yes,0,Strongly Agree,Agree,Strongly Agree,601.9938999999999,607.4427,568.8992
70200125,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,1,11 - 25,10,Yes,0,Agree,Agree,Agree,500.5013,403.0649,450.7224
70200039,Strongly Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,Yes,No,0,101 - 200,6,Yes,10,Disagree,Disagree,Agree,573.9915,509.2285,555.3087
70200145,Agree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,2,Yes,No,2,26 - 100,6,Yes,3,Strongly Agree,Strongly Agree,Strongly Agree,537.961,531.8909,583.6466
70200034,Strongly Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,Yes,1,101 - 200,0,No,2,Strongly Agree,Agree,Strongly Agree,653.8646,557.8237,661.6829
70200077,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,2,Yes,No,1,101 - 200,6,Yes,3,Strongly Disagree,Agree,Disagree,422.5073,448.2413,452.8514
70200086,Strongly Disagree,Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,0,101 - 200,0,Yes,9,Agree,Disagree,Agree,705.5968,652.2788,643.7769999999999
70200075,Disagree,Strongly Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,101 - 200,0,No,10,Disagree,Agree,Agree,626.7447999999999,630.41,666.2773
70200105,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,Others,≥3,Yes,No,1,0,2,No,4,Strongly Disagree,Agree,Agree,348.47249999999997,329.9561,368.0021
70200163,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,2hr - 3hr,Public,Secondary,Native,English,1,Yes,Yes,2,26 - 100,2,Yes,0,Agree,Disagree,Disagree,652.1563,632.7193,571.0563
70200051,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,No,No,0,101 - 200,3,Yes,1,Agree,Disagree,Disagree,539.5408,498.3467,558.6264
70200063,Strongly Disagree,Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,2,Yes,No,0,26 - 100,10,Yes,10,Agree,Strongly Agree,Strongly Agree,568.6518,505.8392,591.525
70200072,Strongly Disagree,Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,101 - 200,0,No,2,Strongly Agree,Disagree,Disagree,721.9334,669.5646,666.107
70200044,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,2,101 - 200,5,Yes,6,Agree,Strongly Agree,Agree,737.1939,645.1123,678.1728
70200039,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,Others,≥3,No,No,0,26 - 100,6,No,7,Agree,Agree,Agree,405.4917,394.3386,371.8488
70200063,Agree,Disagree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,2,26 - 100,5,Yes,5,Agree,Agree,Disagree,539.1991,487.4621,616.2045
70200093,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,3rd Generation,English,2,No,Yes,0,101 - 200,3,No,3,Strongly Agree,Agree,Agree,702.0071,695.386,718.9734
